-5.46995,-4.34069,0.0799965,-5.01996e-09,-1.63294e-09,0.391396,0.920223
-5.46995,-4.34069,0.0799965,-5.01996e-09,-1.63294e-09,0.391396,0.920223
-5.43354,-4.30295,0.0799965,-4.70738e-08,-1.58061e-08,0.388862,0.921296
-5.39665,-4.2657,0.0799965,-3.33629e-08,-1.00843e-08,0.380825,0.924647
-5.35908,-4.22914,0.0799965,-4.90402e-08,-1.63447e-08,0.371961,0.928248
-5.32067,-4.19348,0.0799965,-8.85875e-08,-3.08713e-08,0.358569,0.933503
-5.28126,-4.15895,0.0799965,-8.30842e-08,-2.74625e-08,0.345432,0.938444
-5.24086,-4.12544,0.0799965,-5.16677e-08,7.40856e-10,0.333388,0.94279
-5.19948,-4.09277,0.0799965,-4.20227e-08,5.0472e-09,0.322644,0.94652
-5.15737,-4.06104,0.0799964,-3.05977e-08,8.96124e-09,0.311862,0.950128
-5.11462,-4.03022,0.0799964,-5.64767e-08,-1.48721e-08,0.302457,0.953163
-5.0713,-4.00019,0.0799965,-1.24686e-07,-3.32164e-08,0.295096,0.955468
-5.02767,-3.97081,0.0799965,-5.56409e-08,-1.49308e-08,0.288291,0.957543
-4.98365,-3.9419,0.0799965,-1.95749e-08,-7.35957e-09,0.284508,0.958674
-4.93958,-3.91311,0.0799964,-6.05942e-08,-1.76759e-08,0.286183,0.958175
-4.89557,-3.88419,0.0799965,-3.57273e-08,-1.01966e-08,0.286788,0.957994
-4.85158,-3.85523,0.0799965,-3.06632e-08,-8.73052e-09,0.287541,0.957768
-4.80765,-3.82617,0.0799964,-5.03548e-08,-1.50062e-08,0.288905,0.957358
-4.76382,-3.79696,0.0799965,-3.12195e-08,-8.83661e-09,0.290121,0.95699
-4.72002,-3.76771,0.0799965,-3.03365e-08,-8.70913e-09,0.290119,0.956991
-4.67623,-3.73844,0.0799965,-2.67855e-08,-7.65152e-09,0.290728,0.956806
-4.63247,-3.70913,0.0799965,-2.96122e-08,-8.50969e-09,0.29092,0.956747
-4.58874,-3.67979,0.0799964,2.33078e-08,6.7393e-09,0.292296,0.956328
-4.54514,-3.65022,0.0799965,-7.46232e-08,-2.28811e-08,0.294716,0.955585
-4.50163,-3.62053,0.0799965,-3.53811e-08,-1.04478e-08,0.295326,0.955396
-4.45817,-3.59072,0.0799964,-6.00955e-08,-1.82472e-08,0.297032,0.954867
-4.41484,-3.56081,0.0799965,-2.2448e-08,-1.13897e-08,0.296887,0.954913
-4.3714,-3.53105,0.0799965,-6.21928e-09,-1.36971e-09,0.294747,0.955575
-4.32783,-3.50142,0.0799965,-3.37155e-09,-5.38665e-10,0.293342,0.956008
-4.28422,-3.47197,0.0799965,-6.54384e-09,-1.8199e-09,0.291509,0.956568
-4.24049,-3.44259,0.0799965,-1.14575e-08,-3.00497e-09,0.291492,0.956573
-4.19671,-3.41332,0.0799965,-1.69687e-08,-1.08269e-08,0.288093,0.957603
-4.15269,-3.38444,0.0799965,-2.45387e-08,-6.86082e-09,0.285096,0.958499
-4.1086,-3.35566,0.0799965,-2.52302e-08,-7.01763e-09,0.285094,0.958499
-4.06454,-3.32684,0.0799965,-2.45771e-08,-6.8583e-09,0.286362,0.958121
-4.02053,-3.29792,0.0799965,-2.49302e-08,-6.98032e-09,0.286979,0.957937
-3.97657,-3.26889,0.0799964,-2.66684e-08,-7.12112e-09,0.288989,0.957332
-3.93279,-3.2396,0.0799964,8.33701e-08,2.27174e-08,0.292582,0.95624
-3.88928,-3.2099,0.0799964,7.6156e-08,2.1346e-08,0.297356,0.954767
